128014,276578680998032160334666393711580881285,10476143724640011197860151204105914705
125821,65072322305188376110611824791501634541,20952287449280022395720302408211829410
127999,293593237623016301335562651724015383114,31428431173920033593580453612317744115
127870,206094136221179505714047296744391400923,41904574898560044791440604816423658820
122316,3342157273949545452700583118001460408,52380718623200055989300756020529573525
128651,336112764124643782506516825650844929274,62856862347840067187160907224635488230
129183,286525973185832525871091588018104642759,73333006072480078385021058428741402935
126885,107938232354338781301548890628129926936,83809149797120089582881209632847317640
126605,55457312951936030728998963145884792827,94285293521760100780741360836953232345
127359,107350270794330634536123500879358020143,104761437246400111978601512041059147050
128094,239486870250246213204928601677662710998,115237580971040123176461663245165061755
127638,197009263862414803020560588248384803221,125713724695680134374321814449270976460
127846,256685972373187136531953500696953007593,136189868420320145572181965653376891165
126390,55332538330099903009805573340221730135,146666012144960156770042116857482805870
123548,6622169561706751656694197421547121177,157142155869600167967902268061588720575
124085,14687275751613665357211859415385880700,167618299594240179165762419265694635280
127987,335560103175399617556641682675854900491,178094443318880190363622570469800549985
126982,153095527936585251116252486078634038885,188570587043520201561482721673906464690
128550,327906489310933721999778136651867163802,199046730768160212759342872878012379395
128229,206090472917116993600529033370123412084,209522874492800223957203024082118294100
128329,174888030992192445945373701581021057497,219999018217440235155063175286224208805
129577,273442380511782665986738869390977328503,230475161942080246352923326490330123510
126892,159814953562837691974115306840613997426,240951305666720257550783477694436038215
127556,310817324519621087896099748660122564231,251427449391360268748643628898541952920
127794,339567719459950744363664910214338427099,261903593116000279946503780102647867625
126641,64979016397482253560161451017543003056,272379736840640291144363931306753782330
128401,231750613457934161649520461318744262354,282855880565280302342224082510859697035
128369,192075911987071093242595894031564397619,293332024289920313540084233714965611740
127435,256773362799843944919810510688927593895,303808168014560324737944384919071526445
126307,28075545289282119220533989438214310365,314284311739200335935804536123177441150
126761,162505325895137471201924241129522994215,324760455463840347133664687327283355855
128591,219713502855097590144230531388656462801,335236599188480358331524838531389270560
127754,280344108699947276145101819624453439771,5430376150638231086062424155138560604
127133,90363315630062546000693370097496325988,15906519875278242283922575359244475309
127672,89386555916648369907686659030095423249,26382663599918253481782726563350390014
127448,297397807399094225185032066490704036184,36858807324558264679642877767456304719
126026,71912853224020038504491991421838229063,47334951049198275877503028971562219424
127655,306828170897818190323884412110406870713,57811094773838287075363180175668134129
125622,77373490028931233743930509415227745658,68287238498478298273223331379774048834
126175,87045724187493807486678043835566277851,78763382223118309471083482583879963539
125997,47778149744321249606764491939485027480,89239525947758320668943633787985878244
124796,38182544426364128558553912411210207565,99715669672398331866803784992091792949
128048,274671723018719493442103628339942319702,110191813397038343064663936196197707654
128398,237273907485411738850452231651534902088,120667957121678354262524087400303622359
126451,144411857945704829149573001579394684661,131144100846318365460384238604409537064
127261,258998101483570134982962416396512424072,141620244570958376658244389808515451769
128199,199562232783586477216423456263445782558,152096388295598387856104541012621366474
127280,208703587958135407236631110163321503417,162572532020238399053964692216727281179
127720,144100872771760373587199866753689993725,173048675744878410251824843420833195884
126565,145571043221301888831759080151587755171,183524819469518421449684994624939110589
127566,242385013383272277753411685282223918229,194000963194158432647545145829045025294
128662,242046878852149501335440775750978577892,204477106918798443845405297033150939999
126907,197063461178315070024728159962208217044,214953250643438455043265448237256854704
128589,204189333773158394481219366628748605035,225429394368078466241125599441362769409
127835,296666885738728145766369390002481706655,235905538092718477438985750645468684114
123157,6712527702460996959633743581820706311,246381681817358488636845901849574598819
127411,104709122863524244659105098250296864112,256857825541998499834706053053680513524
129117,256442080288015879228483398438498418673,267333969266638511032566204257786428229
126809,99414203292358074229250974893452882005,277810112991278522230426355461892342934
126165,46481718436340245666197199174652067304,288286256715918533428286506665998257639
125738,60431671574078143976413769554911715901,298762400440558544626146657870104172344
127411,156925247826704447044947428910342193745,309238544165198555824006809074210087049
127347,133961675444391806952621271955266904171,319714687889838567021866960278316001754
125801,83132870640746407356001564521097500851,330190831614478578219727111482421916459
124831,63813093752505225786900604292394213891,384608576636450974264697106171206503
123663,9872276450501675497746654383675848960,10860752301276462172124848310277121208
127399,136120139195462155846069790088716691867,21336896025916473369984999514383035913
127879,297372383868802806274668881903652323315,31813039750556484567845150718488950618
127943,339252462783838771449689680592846870161,42289183475196495765705301922594865323
126886,168145223366822596183142785411231326117,52765327199836506963565453126700780028
125604,79448686474559648679945207166252207635,63241470924476518161425604330806694733
122098,2747902322076242429096174606090334782,73717614649116529359285755534912609438
127614,255487863382733478336100394140365951457,84193758373756540557145906739018524143
127294,90710564334778394977110055493895356830,94669902098396551755006057943124438848
127781,324925170550222776448871892480372786832,105146045823036562952866209147230353553
127632,340000932337058118537020750791184215783,115622189547676574150726360351336268258
127504,229444341154294757497775071592530691668,126098333272316585348586511555442182963
127484,107488522381771495327385824877078875761,136574476996956596546446662759548097668
128765,278394960277300530674652126608983646732,147050620721596607744306813963654012373
127269,137333555039030662101141504874499610007,157526764446236618942166965167759927078
127301,243307275029158623965217523273311538840,168002908170876630140027116371865841783
